"date","team1","team2","map","event","matchid","teamid1","teamid2","eventid","score1","score2"
"18/11 15","Winterfox (14)","Renegades (16)","mirage","RGN Pro Series Championship","25920","6386","6211","1968","14","16"
"18/11 15","Renegades (16)","Winterfox (8)","cbble","RGN Pro Series Championship","25919","6211","6386","1968","16","8"
"18/11 15","SKDC (11)","CSGL (16)","train","RGN Pro Series Championship","25918","5454","6372","1968","11","16"
"18/11 15","Winterfox (16)","Torqued (13)","overpass","RGN Pro Series Championship","25916","6386","5906","1968","16","13"
"18/11 15","Liquid (16)","Games Academy (5)","cache","RGN Pro Series Championship","25912","5973","6334","1968","16","5"
"17/11 15","Luminosity (16)","CLG Red (3)","inferno","RGN Pro Series Championship","25911","6290","6242","1968","16","3"
"17/11 15","PiTER (16)","PARTY (7)","train","CIS LAN Championship #2","25915","5949","6470","2014","16","7"
"17/11 15","PiTER (12)","PARTY (16)","cache","CIS LAN Championship #2","25914","5949","6470","2014","12","16"
"17/11 15","PiTER (16)","PARTY (9)","mirage","CIS LAN Championship #2","25913","5949","6470","2014","16","9"
"17/11 15","Games Academy (16)","CSGL (10)","cbble","RGN Pro Series Championship","25909","6334","6372","1968","16","10"
"17/11 15","Winterfox (9)","Luminosity (16)","mirage","RGN Pro Series Championship","25908","6386","6290","1968","9","16"
"17/11 15","Torqued (16)","CLG Red (5)","dust2","RGN Pro Series Championship","25907","5906","6242","1968","16","5"
"17/11 15","mousesports (12)","EnVyUs (16)","cache","ESL ESEA Pro League Season 2","26088","4494","5991","1934","12","16"
"17/11 15","CSGO-Saloon (9)","DICKHOUSE (16)","cache","D!ngIT $2000 Weekly Cup #26","26065","6266","6473","2019","9","16"
"17/11 15","SKDC (10)","Liquid (16)","overpass","RGN Pro Series Championship","25905","5454","5973","1968","10","16"
"17/11 15","Natus Vincere (16)","Virtus.pro (5)","dust2","ESL ESEA Pro League Season 2","26087","4608","5378","1934","16","5"
"17/11 15","mousesports (13)","HellRaisers (16)","train","ESL ESEA Pro League Season 2","26086","4494","5310","1934","13","16"
"17/11 15","Titan (3)","NiP (16)","mirage","ESL ESEA Pro League Season 2","26085","5284","4411","1934","3","16"
"17/11 15","EnVyUs (16)","TSM (12)","cbble","ESL ESEA Pro League Season 2","26084","5991","5996","1934","16","12"
"17/11 15","fnatic (13)","SK (16)","overpass","ESL ESEA Pro League Season 2","26083","4991","6137","1934","13","16"
"17/11 15","dignitas (16)","PENTA (10)","dust2","ESL ESEA Pro League Season 2","26082","5422","5395","1934","16","10"
"17/11 15","London C (5)","Vexed (16)","mirage","Acer Predator Masters powered by Intel Season 2","26072","5569","6375","1959","5","16"
"17/11 15","London C (16)","Vexed (10)","overpass","Acer Predator Masters powered by Intel Season 2","26071","5569","6375","1959","16","10"
"17/11 15","CSGO-Saloon (16)","CeX (6)","mirage","D!ngIT $2000 Weekly Cup #26","26064","6266","6297","2019","16","6"
"17/11 15","Torqued (7)","Luminosity (16)","mirage","RGN Pro Series Championship","25904","5906","6290","1968","7","16"
"17/11 15","USSR (13)","PiTER (16)","overpass","CIS LAN Championship #2","25910","5004","5949","2014","13","16"
"17/11 15","USSR (10)","PiTER (16)","mirage","CIS LAN Championship #2","25906","5004","5949","2014","10","16"
"17/11 15","Natus Vincere (16)","HellRaisers (8)","cbble","ESL ESEA Pro League Season 2","26081","4608","5310","1934","16","8"
"17/11 15","NiP (16)","Virtus.pro (13)","overpass","ESL ESEA Pro League Season 2","26080","4411","5378","1934","16","13"
"17/11 15","Titan (16)","dignitas (13)","overpass","ESL ESEA Pro League Season 2","26079","5284","5422","1934","16","13"
"17/11 15","PENTA (11)","SK (16)","mirage","ESL ESEA Pro League Season 2","26078","5395","6137","1934","11","16"
"17/11 15","EnVyUs (10)","fnatic (16)","inferno","ESL ESEA Pro League Season 2","26077","5991","4991","1934","10","16"
"17/11 15","mousesports (7)","TSM (16)","cache","ESL ESEA Pro League Season 2","26076","4494","5996","1934","7","16"
"17/11 15","Epsilon (10)","ESC (16)","cache","Global Grand Masters #1","26068","6124","4532","2017","10","16"
"17/11 15","ESC (19)","Epsilon (16)","overpass","Global Grand Masters #1","26069","4532","6124","2017","19","16"
"17/11 15","Virtus.pro (7)","dignitas (16)","cbble","ESL ESEA Pro League Season 2","26075","5378","5422","1934","7","16"
"17/11 15","CSGL (13)","Liquid (16)","cache","RGN Pro Series Championship","25903","6372","5973","1968","13","16"
"17/11 15","SKDC (5)","Games Academy (16)","dust2","RGN Pro Series Championship","25899","5454","6334","1968","5","16"
"17/11 15","CLG Red (13)","Winterfox (16)","mirage","RGN Pro Series Championship","25898","6242","6386","1968","13","16"
"17/11 15","DICKHOUSE (16)","CeX (13)","train","D!ngIT $2000 Weekly Cup #26","26063","6473","6297","2019","16","13"
"17/11 15","CeX (16)","DICKHOUSE (7)","mirage","D!ngIT $2000 Weekly Cup #26","26062","6297","6473","2019","16","7"
"17/11 15","CeX (5)","DICKHOUSE (16)","cache","D!ngIT $2000 Weekly Cup #26","26061","6297","6473","2019","5","16"
"17/11 15","malefiQ (9)","CSGO-Saloon (16)","inferno","D!ngIT $2000 Weekly Cup #26","26060","6072","6266","2019","9","16"
"17/11 15","HellRaisers (4)","TSM (16)","dust2","SL i-League StarSeries XIV","26059","5310","5996","1970","4","16"
"17/11 15","TSM (22)","HellRaisers (19)","overpass","SL i-League StarSeries XIV","26056","5996","5310","1970","22","19"
"17/11 15","Vega Squadron (16)","PARTY (11)","mirage","CIS LAN Championship #2","25902","6094","6470","2014","16","11"
"17/11 15","Vega Squadron (6)","PARTY (16)","dust2","CIS LAN Championship #2","25901","6094","6470","2014","6","16"
"17/11 15","PARTY (11)","Vega Squadron (16)","cache","CIS LAN Championship #2","25900","6470","6094","2014","11","16"
"17/11 15","Vega Squadron (16)","USSR (7)","dust2","CIS LAN Championship #2","25892","6094","5004","2014","16","7"
"17/11 15","USSR (14)","Vega Squadron (16)","overpass","CIS LAN Championship #2","25891","5004","6094","2014","14","16"
"17/11 15","USSR (16)","Vega Squadron (11)","mirage","CIS LAN Championship #2","25890","5004","6094","2014","16","11"
"17/11 15","PiTER (14)","PARTY (16)","mirage","CIS LAN Championship #2","25889","5949","6470","2014","14","16"
"17/11 15","PiTER (16)","PARTY (3)","cbble","CIS LAN Championship #2","25888","5949","6470","2014","16","3"
"17/11 15","PARTY (16)","PiTER (8)","dust2","CIS LAN Championship #2","25887","6470","5949","2014","16","8"
"17/11 15","compLexity (10)","Method (16)","inferno","RGN Pro Series Championship","25897","5005","6132","1968","10","16"
"17/11 15","Nexus Storm (2)","Cloud9 (16)","cache","RGN Pro Series Championship","25895","6457","5752","1968","2","16"
"17/11 15","compLexity (15)","Nexus Storm (15)","dust2","RGN Pro Series Championship","25896","5005","6457","1968","15","15"
"17/11 15","Cloud9 (16)","Method (2)","dust2","RGN Pro Series Championship","25894","5752","6132","1968","16","2"
"17/11 15","Method (16)","Nexus Storm (10)","mirage","RGN Pro Series Championship","25893","6132","6457","1968","16","10"
"17/11 15","Cloud9 (16)","compLexity (1)","cbble","RGN Pro Series Championship","25874","5752","5005","1968","16","1"
"17/11 15","Enemy (14)","Renegades (16)","inferno","RGN Pro Series Championship","25873","6191","6211","1968","14","16"
"17/11 15","CLG (16)","Nexus (7)","mirage","RGN Pro Series Championship","25872","5974","6239","1968","16","7"
"16/11 15","Renegades (16)","Nexus (8)","inferno","RGN Pro Series Championship","25871","6211","6239","1968","16","8"
"16/11 15","CLG (7)","Enemy (16)","cache","RGN Pro Series Championship","25869","5974","6191","1968","7","16"
"16/11 15","GreyFace (2)","Dead Pixels (16)","overpass","Red Dot Closed Qualifier","26050","5399","6369","2016","2","16"
"16/11 15","Enso (6)","YP (16)","inferno","CIS LAN Championship #2","25886","6213","6471","2014","6","16"
"16/11 15","Enso (12)","YP (16)","dust2","CIS LAN Championship #2","25885","6213","6471","2014","12","16"
"16/11 15","YP (9)","Enso (16)","mirage","CIS LAN Championship #2","25884","6471","6213","2014","9","16"
"16/11 15","Dead Pixels (16)","Legacy (7)","mirage","Red Dot Closed Qualifier","26049","6369","6468","2016","16","7"
"16/11 15","Renegades (16)","CLG (11)","cbble","RGN Pro Series Championship","25868","6211","5974","1968","16","11"
"16/11 15","Enemy (16)","Nexus (2)","cbble","RGN Pro Series Championship","25867","6191","6239","1968","16","2"
"16/11 15","nerdRage (6)","Epsilon (16)","cache","Global Grand Masters #1","26033","5595","6124","2017","6","16"
"16/11 15","dignitas (16)","DenDD (11)","cbble","Global Offensive Champions League Season 2","26055","5422","6407","1942","16","11"
"16/11 15","dignitas (14)","DenDD (16)","train","Global Offensive Champions League Season 2","26054","5422","6407","1942","14","16"
"16/11 15","DenDD (3)","dignitas (16)","cache","Global Offensive Champions League Season 2","26053","6407","5422","1942","3","16"
"16/11 15","E-frag.net (16)","GreyFace (12)","overpass","Red Dot Closed Qualifier","26048","6226","5399","2016","16","12"
"16/11 15","FlipSid3 (22)","EnVyUs (18)","cbble","SL i-League StarSeries XIV","26042","5988","5991","1970","22","18"
"16/11 15","FlipSid3 (16)","EnVyUs (13)","mirage","SL i-League StarSeries XIV","26041","5988","5991","1970","16","13"
"16/11 15","FlipSid3 (10)","EnVyUs (16)","inferno","SL i-League StarSeries XIV","26040","5988","5991","1970","10","16"
"16/11 15","ESC (16)","AliGon (6)","mirage","Global Grand Masters #1","26032","4532","4894","2017","16","6"
"16/11 15","GreyFace (16)","Dead Pixels (6)","cache","Red Dot Closed Qualifier","26047","5399","6369","2016","16","6"
"16/11 15","CSGO-Saloon (12)","CeX (16)","mirage","D!ngIT $2000 Weekly Cup #26","26037","6266","6297","2019","12","16"
"16/11 15","CSGO-Saloon (9)","CeX (16)","dust2","D!ngIT $2000 Weekly Cup #26","26036","6266","6297","2019","9","16"
"16/11 15","AliGon (16)","nerdRage (3)","mirage","Global Grand Masters #1","26031","4894","5595","2017","16","3"
"16/11 15","Enso (16)","eXplosive (11)","mirage","CIS LAN Championship #2","25883","6213","6469","2014","16","11"
"16/11 15","Enso (22)","eXplosive (20)","dust2","CIS LAN Championship #2","25880","6213","6469","2014","22","20"
"16/11 15","Virtus.pro (16)","Keyd Stars (14)","mirage","BenQ All-Star Showmatch #7","26052","5378","6033","2018","16","14"
"16/11 15","Virtus.pro (16)","Keyd Stars (2)","train","BenQ All-Star Showmatch #7","26051","5378","6033","2018","16","2"
"16/11 15","E-frag.net (16)","Legacy (5)","inferno","Red Dot Closed Qualifier","26046","6226","6468","2016","16","5"
"16/11 15","Epsilon (16)","ESC (12)","cache","Global Grand Masters #1","26030","6124","4532","2017","16","12"
"16/11 15","Virtus.pro (16)","mousesports (13)","dust2","ESL ESEA Pro League Season 2","26045","5378","4494","1934","16","13"
"16/11 15","Natus Vincere (3)","fnatic (16)","dust2","SL i-League StarSeries XIV","26039","4608","4991","1970","3","16"
"16/11 15","fnatic (16)","Natus Vincere (3)","inferno","SL i-League StarSeries XIV","26038","4991","4608","1970","16","3"
"16/11 15","DICKHOUSE (16)","malefiQ (6)","mirage","D!ngIT $2000 Weekly Cup #26","26035","6473","6072","2019","16","6"
"16/11 15","malefiQ (11)","DICKHOUSE (16)","cache","D!ngIT $2000 Weekly Cup #26","26034","6072","6473","2019","11","16"
"16/11 15","ESC (16)","nerdRage (10)","cache","Global Grand Masters #1","26029","4532","5595","2017","16","10"
"16/11 15","AliGon (25)","Epsilon (22)","train","Global Grand Masters #1","26025","4894","6124","2017","25","22"
"16/11 15","YP (10)","Rebels (16)","dust2","CIS LAN Championship #2","25879","6471","6472","2014","10","16"
"16/11 15","YP (16)","Rebels (6)","cbble","CIS LAN Championship #2","25878","6471","6472","2014","16","6"
"16/11 15","Rebels (16)","YP (8)","mirage","CIS LAN Championship #2","25877","6472","6471","2014","16","8"
"16/11 15","eXplosive (13)","YP (16)","dust2","CIS LAN Championship #2","25876","6469","6471","2014","13","16"
"16/11 15","eXplosive (10)","YP (16)","cache","CIS LAN Championship #2","25875","6469","6471","2014","10","16"
"16/11 15","MVP.karnal (6)","TyLoo (16)","cache","D!ngIT CS:GO Asia Invitational","26024","6109","4863","1995","6","16"
"16/11 15","TyLoo (16)","MVP.karnal (3)","train","D!ngIT CS:GO Asia Invitational","26023","4863","6109","1995","16","3"
"16/11 15","Enso (13)","Rebels (16)","train","CIS LAN Championship #2","25866","6213","6472","2014","13","16"
"16/11 15","Rebels (9)","Enso (16)","mirage","CIS LAN Championship #2","25865","6472","6213","2014","9","16"
"16/11 15","Enso (9)","Rebels (16)","overpass","CIS LAN Championship #2","25864","6213","6472","2014","9","16"
"15/11 15","PENTA (16)","SK (8)","mirage","Red Dot Closed Qualifier","26020","5395","6137","2016","16","8"
"15/11 15","Cloud9 (19)","Liquid (15)","cbble","iBUYPOWER Cup 2015","25862","5752","5973","1960","19","15"
"15/11 15","Cloud9 (4)","Liquid (16)","inferno","iBUYPOWER Cup 2015","25861","5752","5973","1960","4","16"
"15/11 15","Cloud9 (16)","Liquid (5)","cache","iBUYPOWER Cup 2015","25860","5752","5973","1960","16","5"
"15/11 15","HellRaisers (7)","Virtus.pro (16)","cache","FACEIT League 2015 Stage 3","26013","5310","5378","1937","7","16"
"15/11 15","LDLC Blue (11)","PENTA (16)","dust2","Red Dot Closed Qualifier","26019","6051","5395","2016","11","16"
"15/11 15","HellRaisers (5)","Virtus.pro (16)","overpass","FACEIT League 2015 Stage 3","26012","5310","5378","1937","5","16"
"15/11 15","Cloud9 (16)","Luminosity (7)","dust2","iBUYPOWER Cup 2015","25851","5752","6290","1960","16","7"
"15/11 15","Cloud9 (16)","Luminosity (9)","cbble","iBUYPOWER Cup 2015","25850","5752","6290","1960","16","9"
"15/11 15","SK (16)","Vexed (21)","overpass","Red Dot Closed Qualifier","26017","6137","6375","2016","16","21"
"15/11 15","NiP (16)","Titan (6)","train","FACEIT League 2015 Stage 3","26011","4411","5284","1937","16","6"
"15/11 15","x6tence (16)","gBots (13)","inferno","LVP Season 9 Division de Honor Sprint #2","26022","4468","5435","2011","16","13"
"15/11 15","x6tence (16)","gBots (7)","mirage","LVP Season 9 Division de Honor Sprint #2","26021","4468","5435","2011","16","7"
"15/11 15","LDLC Blue (4)","SK (16)","mirage","Red Dot Closed Qualifier","26016","6051","6137","2016","4","16"
"15/11 15","Titan (2)","Virtus.pro (16)","train","FACEIT League 2015 Stage 3","26010","5284","5378","1937","2","16"
"15/11 15","myXMG Staff (16)","HLTV.org Staff (14)","dust2","Virtus.pro Staff Cup #3","25859","6451","5899","2003","16","14"
"15/11 15","HLTV.org Staff (16)","myXMG Staff (7)","mirage","Virtus.pro Staff Cup #3","25858","5899","6451","2003","16","7"
"15/11 15","HLTV.org Staff (13)","myXMG Staff (16)","cache","Virtus.pro Staff Cup #3","25857","5899","6451","2003","13","16"
"15/11 15","Vexed (21)","PENTA (18)","mirage","Red Dot Closed Qualifier","26014","6375","5395","2016","21","18"
"15/11 15","E-frag.net (16)","Playing Ducks (5)","train","Game On Invitational","26006","6226","5009","2015","16","5"
"15/11 15","Playing Ducks (5)","E-frag.net (16)","dust2","Game On Invitational","26005","5009","6226","2015","5","16"
"15/11 15","Playing Ducks (28)","E-frag.net (26)","cache","Game On Invitational","26000","5009","6226","2015","28","26"
"15/11 15","Virtus.pro (16)","NiP (14)","cbble","FACEIT League 2015 Stage 3","26009","5378","4411","1937","16","14"
"15/11 15","CLG (12)","Liquid (16)","cbble","iBUYPOWER Cup 2015","25849","5974","5973","1960","12","16"
"15/11 15","Liquid (16)","CLG (7)","overpass","iBUYPOWER Cup 2015","25848","5973","5974","1960","16","7"
"15/11 15","AlienTech (11)","E-frag.net (16)","inferno","Game On Invitational","26008","5524","6226","2015","11","16"
"15/11 15","AlienTech (6)","E-frag.net (16)","cache","Game On Invitational","26007","5524","6226","2015","6","16"
"15/11 15","NoobTubers (18)","myXMG Staff (22)","mirage","Virtus.pro Staff Cup #3","25854","6453","6451","2003","18","22"
"15/11 15","myXMG Staff (11)","NoobTubers (16)","dust2","Virtus.pro Staff Cup #3","25853","6451","6453","2003","11","16"
"15/11 15","myXMG Staff (16)","NoobTubers (11)","cache","Virtus.pro Staff Cup #3","25852","6451","6453","2003","16","11"
"15/11 15","Playing Ducks (16)","Aposis (5)","train","Game On Invitational","25999","5009","6295","2015","16","5"
"15/11 15","Playing Ducks (16)","Aposis (5)","cache","Game On Invitational","25998","5009","6295","2015","16","5"
"15/11 15","HLTV.org Staff (16)","myXMG Staff (5)","inferno","Virtus.pro Staff Cup #3","25847","5899","6451","2003","16","5"
"15/11 15","myXMG Staff (32)","HLTV.org Staff (34)","cache","Virtus.pro Staff Cup #3","25840","6451","5899","2003","32","34"
"15/11 15","E-frag.net Staff (3)","NoobTubers (16)","cache","Virtus.pro Staff Cup #3","25839","5888","6453","2003","3","16"
"15/11 15","E-frag.net Staff (12)","NoobTubers (16)","cbble","Virtus.pro Staff Cup #3","25838","5888","6453","2003","12","16"
"15/11 15","compLexity (5)","Cloud9 (16)","inferno","iBUYPOWER Cup 2015","25819","5005","5752","1960","5","16"
"15/11 15","compLexity (16)","Conquest (10)","cbble","iBUYPOWER Cup 2015","25818","5005","6292","1960","16","10"
